commit,repo_name,committer_time_sec,committer_tz_offset,committer_date,message
f22e54a947a08dcd3cc45d969afa7fcfccf279f8,facebook/react,1462281689,60,2016-05-03 13:21:29 UTC,"Add getLastMeasurements() as it is documented as public API
"
a5c518f69a232987477ccf8c3a112c35d9c01289,facebook/react,1392317337,-480,2014-02-13 18:48:57 UTC,"Merge pull request #855 from syranide/onerror

Add onError to ReactDOMImg to complement onLoad"
3d197e2a887735ebeff593d07a1385bf335f7792,facebook/react,1438277360,-420,2015-07-30 17:29:20 UTC,"Merge pull request #4010 from zpao/really-deprecate-react-tools

Remove react-tools"
46691c2721735c27426b721d780e8816d502b9f2,angular/angular.js,1326491587,-480,2012-01-13 21:53:07 UTC,"fix($http): remove support for PATCH + better whenXXX, expectXXX api

- there are too many unknowns about PATCH, so I'm dropping its support until we know that this is actually useful
- expectGET, expectHEAD and expectJSON (and the same for whenXXX) should not require response data to be specified
"
466f4faf4e61f93fb9c4b01b79c6cfbc250bb340,facebook/react,1424394375,180,2015-02-20 01:06:15 UTC,"lint from root
"
64a3f42f14d9bc43b7ddb1f91a8800372aca41e6,angular/angular.js,1397859233,-240,2014-04-18 22:13:53 UTC,"style(input): fix trailing whitespace

Oops. I blame vim for this little accident.
"
d485421e0e5d6c502e4f62de69d1b4b353f20bbd,angular/angular.js,1274399782,-420,2010-05-20 23:56:22 UTC,"Merge branch 'master' of github.com:angular/angular.js
"
ddffc7cebe03869089f1b44f483ae5c00da47af4,facebook/react,1435858308,-420,2015-07-02 17:31:48 UTC,"Merge pull request #4270 from kamronbatman/patch-1

Fixed header comment spacing in ReactComponentWithPureRenderMixin."
e135a4dbc347c33455cfa202aa83f9e215e33f76,facebook/react,1431044971,-420,2015-05-08 00:29:31 UTC,"Follow-up to follow-up to #3718

Cleaned up a few more ununsed things.
"
e1743cc837a51e3146f2e73e3083eee7f4a8f549,angular/angular.js,1334168628,-420,2012-04-11 18:23:48 UTC,"docs($compile): fix typo in the docs templateURL -> templateUrl
"
2037facc998b4da2bbb2b62690faf4d970470c12,angular/angular.js,1334223912,-420,2012-04-12 09:45:12 UTC,"docs(tutorial): update step-04 to v1.0
"
208b25851930c196ec26bed68cfe1a77ca1f64c4,facebook/react,1425788877,-480,2015-03-08 04:27:57 UTC,"Merge pull request #3343 from BinaryMuse/docs/bkt-add-contextmenu-event

Add onContextMenu to events doc"
22da7b6fa568a905fbd3f9cb4362cffff3f37f8b,facebook/react,1416012715,-480,2014-11-15 00:51:55 UTC,"Warn when casing CSS vendor prefixes incorrectly

Fixes #2487.

Test Plan: jest
"
7b0c5b937cabb7be656bc06a4e3b40a7c7a8932b,angular/angular.js,1396603353,60,2014-04-04 09:22:33 UTC,"docs(tutorial): clean up and elaborate introduction
"
7dd4576ee4adde7a4b93bff74e3a35fc60e524e5,facebook/react,1369935162,-420,2013-05-30 17:32:42 UTC,"Merge pull request #17 from seiffert/master

Docs/Tutorial: Highlighting the correct line"
29f995fc7897d0ee0e82c77153b1b318a993c99b,angular/angular.js,1285237287,480,2010-09-23 10:21:27 UTC,"remove TODO.text and add jstd.log to gitignore
"
2e3c6404f27bf41b8874078d751ec1987992c0e5,angular/angular.js,1455049708,60,2016-02-09 20:28:28 UTC,"perf(ngRepeat): avoid duplicate jqLite wrappers

Internally, `$animate` already wraps elements passed through with
`jqLite`, so we can avoid needless duplication here.
"
38ad144c33cfce58af25619a878cda617e85bb3f,angular/angular.js,1406048093,60,2014-07-22 16:54:53 UTC,"docs(guide/$location): fix up example protractor tests

Closes #8255
"
802241a66016b23024f530affec3bc8ccda16402,facebook/react,1371170363,-420,2013-06-14 00:39:23 UTC,"Cleanup `style` Prop Reconciliation

This cleans up the reconcilation path when adding a `style` prop (going from a falsey or no `style` to having one) by reducing the need for an object allocation and for-loop.
"
f5ebcbacf8d5683dba014dc8a3f8075b2701dfe1,angular/angular.js,1449265468,0,2015-12-04 21:44:28 UTC,"docs($compile): add better multi-slot transclusion information
"
f737c97df02918eb5b19bf5c8248fa3e20f9b361,angular/angular.js,1378243332,-420,2013-09-03 21:22:12 UTC,"feat(ngMock): allow passing an object literal as shorthand to module
"
9e4701a5ab9bbbf446e50e6e94e2c0f0ab5cdf39,angular/angular.js,1412794609,-240,2014-10-08 18:56:49 UTC,"chore(ngAnimate): add TODO messages indicating desire to remove hack
"
a4595f0b32c9c2d6266ed738980f23fddbe68061,facebook/react,1387414283,-480,2013-12-19 00:51:23 UTC,"Add newest starter-kit downloads to docs
"
a4b5f2fffafb36693a8350e7837625578e7a6cba,facebook/react,1446517645,-480,2015-11-03 02:27:25 UTC,"Merge pull request #5376 from spicyj/gh-4993

Test fixups after #4993"
84e0eea1645521f6a990a4dabeb53407db86eda2,angular/angular.js,1385166425,-480,2013-11-23 00:27:05 UTC,"chore(docs): remove Disqus comments

We don't actively moderate these comments, and they range from
out of date, to inflammatory, to spam. Going forward, improvements
to the docs should be done via a PR, and questions should go on
StackOverflow where they can be curated and kept up to date by
AngularJS developers who help out there.
"
8ee32a75f07da96ec1cc4a8474a9a53e5c2aca98,angular/angular.js,1318270988,-420,2011-10-10 18:23:08 UTC,"chore(release): prepare the 0.10.3 shattering-heartbeat iteration
"
91104f878debd0cd86ba62fed2f30be433200690,angular/angular.js,1281809016,-420,2010-08-14 18:03:36 UTC,"add ftp script to auto deploy to angularjs.org
"
74fac45f48acd5b2fc57befd7dd7739805e330c3,angular/angular.js,1321331476,-480,2011-11-15 04:31:16 UTC,"doc($filter): added $filter documentation
"
7569e810e77eb7daa9a93128e454e50e77511e64,facebook/react,1426013220,-420,2015-03-10 18:47:00 UTC,"Added docs about the first-parameter-is-function version of setState.
"
7f30a1fed379dd676ada0e149ea6c59c9bc18a91,facebook/react,1427915635,-420,2015-04-01 19:13:55 UTC,"Merge pull request #3562 from dalinaum/rename

Rename 19--dangerouslySetInnerHTML.md -> 19-dangerously-set-inner-html.md"
89d4d352e1708c5976cb557c353b81d5a2cc0e2b,facebook/react,1392925214,-480,2014-02-20 19:40:14 UTC,"Tweak tutorial wording to be more accurate
"
8ba3ba49d2644b1d6267ecd300d6b9a37520c64b,facebook/react,1424297268,60,2015-02-18 22:07:48 UTC,"Using https for embedded fiddles

Official announcement from jsfiddle:
https://twitter.com/jsfiddle/status/565041134435852289
"
ba67bf1b0dc2dd91cd6a57cdbc811d5adc8d1ef0,facebook/react,1404001770,-420,2014-06-29 00:29:30 UTC,"Add --harmony option to live JSX compiler page
"
c1330dcfcd7f9bf9f850cbfd53b738bfbf8b13d6,facebook/react,1434693352,-420,2015-06-19 05:55:52 UTC,"Unit tests for unmounted setState and isMounted
"
c575a56fc5c6abcb8442398b53ddd7ea2433b785,angular/angular.js,1367902373,-420,2013-05-07 04:52:53 UTC,"docs(injector): add docs for $injector.has
"
c6110e8b08c7e9bb2b7da5ecc5c42d1a834ea92d,angular/angular.js,1441359771,120,2015-09-04 09:42:51 UTC,"fix(form, ngModel): correctly notify parent form when children are added

Test that re-added controls propagate validity changes to the parent form.

Ensure that when a form / control that was removed and then attached
to a different parent, is renamed / deleted, the new parent will
be notified of the change.

Document that dynamic adding / removing of controls may require manually
propagating the current state of the control to the parent form.
"
1c62d632a5cb209170259e8d6203f4ca12ab5234,angular/angular.js,1460461846,180,2016-04-12 11:50:46 UTC,"docs(Module): fix parameter names for `.decorator()`

Closes #14413
"
1e890863e55d3aa407a8853a9782ae917feaf302,angular/angular.js,1310318986,120,2011-07-10 17:29:46 UTC,"docs:compile: Just fixing some typos in the docs
"
e2efa230153a416953eebff4b63d86fcbb28d063,angular/angular.js,1380378275,60,2013-09-28 14:24:35 UTC,"docs($timeout): add a $timeout example

The original example is by gxlcl.

Closes #4180
"
ea8e06283c191f63e3d48bfdeddbc8f39603edd5,facebook/react,1441309836,-420,2015-09-03 19:50:36 UTC,"Merge pull request #4780 from matchu/patch-1

avoid the phrase ""key property"""
2767d7773f2e480552e9968eded31bd2b08bec71,angular/angular.js,1281717956,-420,2010-08-13 16:45:56 UTC,"Revert click dsl, since what is returned by element is a jquery object
"
2c8f907b2c7d1aeb3dd6e19caa306429633e3b67,facebook/react,1376937951,-420,2013-08-19 18:45:51 UTC,"Merge pull request #277 from stoyan/patch-1

typo fix"
30354c58fe2bd371df364f7a3f55b270692a4051,angular/angular.js,1410639109,-300,2014-09-13 20:11:49 UTC,"fix(jqLite): fix event.stopImmediatePropagation() so it works as expected

jqLite doesn't override the default implementation of event.stopImmediatePropagation()
and so it doesn't work as expected, i.e, it doesn't prevent the rest of the event
handlers from being executed.

Closes #4833
"
328274bbba44aa6d75dfa21242ac9f0609c5948f,facebook/react,1427325112,-420,2015-03-25 23:11:52 UTC,"Add ReactUtils and array polyfills.
"
ba1b47f85b771f8221db58a46b58429375b0ee6e,angular/angular.js,1385066517,-480,2013-11-21 20:41:57 UTC,"test(docs): fix the failing specs

Because Grunt was not failing the build, we didn't noticed these failing specs.
"
c460ad660b06e2cb602620353f11b642a368ebb2,facebook/react,1422729372,60,2015-01-31 18:36:12 UTC,"Warn if mounting into node with dirty rendered markup
"
e091bb7dbbeb4aa01360e900bf854e6369b38ab0,angular/angular.js,1418740284,0,2014-12-16 14:31:24 UTC,"docs(error/badcfg): add missing ""but""

Sentence meaning was unclear; added what I assumed should have been a ""but""

Closes #10473
"
0779b6bfc0535a8e3539f2282a0a5ed6ae141cde,angular/angular.js,1395776764,-420,2014-03-25 19:46:04 UTC,"docs(guide/concepts): improve formatting and clarity
"
0a3a85bf520b8b1ccc5096427c76679d3be44bf4,facebook/react,1417470419,-480,2014-12-01 21:46:59 UTC,"[docs] Clarify when state may duplicate props
"
0ae09f4c70bd83483b242f3712a206d34da45bbc,facebook/react,1411387834,480,2014-09-22 12:10:34 UTC,"add tip for the important jsx convention

I missed the convention and wast hours to figure out what's wrong. 
Add this tip in the document for who would miss the importance comment."
0377ec579e113eb3585419e9c0bb289d80cc2cbd,facebook/react,1403282731,-240,2014-06-20 16:45:31 UTC,"Added missing SVG attributes: fill-opacity, font-family, font-size, opacity, stroke-opacity.

Closes #1557
"
0440de9f89a56de824fb436f12911373f82b2bd9,facebook/react,1447915189,-480,2015-11-19 06:39:49 UTC,"update website for 0.14.3

(cherry picked from commit 3f2f763dea095951258306289d8f196931c530c8)
"
0db573b7493f76abd94ff65ce660017d617e865b,angular/angular.js,1415733616,60,2014-11-11 19:20:16 UTC,"feat($routeProvider): allow setting caseInsensitiveMatch on the provider

Fixes #6477

Closes #9873
"
0f3adece3bb19f0350ab23fc740b96cd3ace8f2c,angular/angular.js,1409962860,-240,2014-09-06 00:21:00 UTC,"refactor($http): simplify buildUrl function

Closes #8955
"
6ff96441da1f71f78146859933536984db52dee6,facebook/react,1450893498,-300,2015-12-23 17:58:18 UTC,"Clarify React class constructor comments

- The constructor is not always overridden by mocks. Makes viewing this constructor during debugging less confusing."
7a6a5080662b391da9cd11633749cdb72e748390,facebook/react,1378826588,-420,2013-09-10 15:23:08 UTC,"Merge pull request #328 from zpao/no-transform-class

Stop transforming class -> className"
8857e12c9ee79384b56d7a08abda1abe23cda49c,facebook/react,1443041201,-420,2015-09-23 20:46:41 UTC,"Use main document for getTestDocument

This should be fine in a jest environment, which is all we really care about now.
"
88faef3ba9042ccd30ce5ab064a73ca6e3ae5c21,facebook/react,1377538973,-420,2013-08-26 17:42:53 UTC,"Add more helpful invariant if you're updating an unrendered component
"
8928d0234551a272992d0eccef73b3ad6cb8bfd1,angular/angular.js,1419208538,0,2014-12-22 00:35:38 UTC,"perf(ngStyleDirective): use $watchCollection

Since we are simply watching a flat object collection it is more performant
to use $watchCollection than a deepWatch...

Closes #10535
"
88923f61a70b76b805e1ebc738a3fc3c0a6afe62,facebook/react,1370555305,-420,2013-06-06 21:48:25 UTC,"Improve Browser Support for `wheel` Event

This improved browser support for the `wheel` event.

 - Try to use `wheel` event (DOM Level 3 Specification).
 - Fallback to `mousewheel` event.
 - Fallback to `DOMMouseWheel` (older Firefox).

Also, since `wheel` is the standard event name, let's use that in React.

NOTE: The tricky part was detecting if `wheel` is supported for IE9+ because `onwheel` does not exist.

Test Plan:
Execute the following in the console on a page with React:

  var React = require('React');
  React.renderComponent(React.DOM.div({
    style: {
      width: 10000,
      height: 10000
    },
    onWheel: function() {
      console.log('wheel');
    }
  }, null), document.body);

Verified that mousewheel events are logged to the console.
Verified in IE8-10, Firefox, Chrome, and Safari.
"
8bd6619b7efa485b020fec96c76047e480469871,angular/angular.js,1373576640,60,2013-07-11 21:04:00 UTC,"fix(scope): watches can be safely unregistered inside watch handlers

Closes #2915
"
928d000db75e898ed860ecc07c0b0dce56e57533,angular/angular.js,1390083046,-300,2014-01-18 22:10:46 UTC,"docs(ngInit): ng-init is an attribute/class directive, not an element directive

As discussed in comments on https://github.com/angular/angular.js/commit/42ec95ebae716c81087684b55ed8fa8c13888abc#commitcomment-5109829,
ngInit is not an element directive, so @clkao's example should reflect this.

Closes #5879
"
91e62c718b4fc47fd67b18697dc495275bb64550,facebook/react,1461119730,60,2016-04-20 02:35:30 UTC,"Strip isomorphic stuff from the ReactNative module

Also, add a shim for the isomorphic module for ios and android so that
react-native doesn't pull in react-dom when React is required.
"
94514a91f8e352e97c5eb44cdace29643e57f9d6,angular/angular.js,1301383522,-420,2011-03-29 07:25:22 UTC,"Don't mutate resource if server responded with no body

If the server provides response with no body to a resource request,
resource should not mutate the resource model in the callback.
"
94ec84e7b9c89358dc00e4039009af9e287bbd05,angular/angular.js,1376074475,-420,2013-08-09 18:54:35 UTC,"chore(ngMobile): rename module ngTouch and file to angular-touch.js

BREAKING CHANGE: since all the code in the ngMobile module is touch related,
we are renaming the module to ngTouch.

To migrate, please replace all references to ""ngMobile"" with ""ngTouch"" and
""angular-mobile.js"" to ""angular-touch.js"".

Closes #3526
"
aaa01797585b0876f67cd1c24d94106871618074,angular/angular.js,1320799159,-480,2011-11-09 00:39:19 UTC,"chore(release): preparing the 0.10.6 bubblewrap-cape iteration
"
2972de8a447adcb5af9cc83935e0c44769310c1f,angular/angular.js,1399417004,-240,2014-05-06 22:56:44 UTC,"chore(travis): run protractor tests with ff28

FirefoxDriver seems to have an issue with FF29 which is breaking a test case, and causing false negatives.

There is an issue opened on protractor regarding this at https://github.com/angular/protractor/issues/784

Closes #7369
"
303c7f916628ced3e09355f8f8504c16eadc10e1,angular/angular.js,1370373367,60,2013-06-04 19:16:07 UTC,"docs(input): provide explanation of how ngModel will affect the local scope
"
2a46103ac87aab9b6ab390bb26c94c04f6b7e419,facebook/react,1465238817,120,2016-06-06 18:46:57 UTC,"Warn that ReactPerf does not work in the production build (#6884)

Fixes #6871"
2b68136a20a2abac9e914c5d4ba5bccf8d35ad23,angular/angular.js,1437070811,60,2015-07-16 18:20:11 UTC,"chore(ngLocale): regenerate locales

This regeneration takes into account the changes due to:

* update to closure library 27.0.1
* fix to default position of negative sign in currency formats

Closes #12307
Closes #12362
"
301663e7343178e45a43470dcda4e2fffd196b53,angular/angular.js,1422049639,-300,2015-01-23 21:47:19 UTC,"fix(openPlunkr): enable cmd+click for us mac users :>
"
34970fd7853a26e72179e5c97ea28143d00297bc,facebook/react,1371170879,-420,2013-06-14 00:47:59 UTC,"Fix tht typos
"
15cd66b91b4145e32a917c120537ed40309b68fa,facebook/react,1464214889,60,2016-05-25 22:21:29 UTC,"Tweak whitespace
"
27a191e704756578a4f539bdeaf01155054aeb00,facebook/react,1427311027,-420,2015-03-25 19:17:07 UTC,"Merge pull request #3513 from agelter/master

Added support for the 'low', 'high', and 'optimum' attributes that are missing from the <meter> tag."
37dd4194785ba1d2791151aee8722668ad458dae,angular/angular.js,1421604677,60,2015-01-18 18:11:17 UTC,"docs(ngClass): fix formatting

Closes #10793
"
a7c3dc8b08854dc6b1aa4e0edade942687ff58c2,facebook/react,1398551680,-420,2014-04-26 22:34:40 UTC,"Bump jstransform dependency to point at 4.0.1 or higher
"
ae83e90ec758bd7311a1052dbc58a308edb90d46,facebook/react,1433669948,60,2015-06-07 09:39:08 UTC,"[#3964] Add note about React's onChange vs. DOM's oninput
"
b0645bd5d3bbea40e93194a6c403ce3ba633d45a,facebook/react,1381862306,-420,2013-10-15 18:38:26 UTC,"Be consistent with object naming in tests

This also fixes line length issues our linter was complaining about.
"
003c44eceee54c3398b0d2971fd97a512d7f7cec,angular/angular.js,1412794609,-240,2014-10-08 18:56:49 UTC,"perf($animate): don't join classes before it's necessary in resolveElementClasses

In ngAnimate, we can't do this because the behaviour is exposed via the API. But
in core, we can avoid a bit of work.
"
07c0bc6166013fc56edd8310bd97267549e5c708,facebook/react,1450914273,-480,2015-12-23 23:44:33 UTC,"Set input .type before .value always

In IE11 (and below), if you run

```
var input = document.createElement('input');
input.value = 'wat';
input.type = 'radio';
console.log(input.value);
```

you get the string ""on"" logged. Because that makes sense.

So we set the type first.
"
0f5259c5a2c3aa390866ad4f18dd500e9e7e1e4f,angular/angular.js,1338678128,-420,2012-06-02 23:02:08 UTC,"docs(introduction): rename
"
ef339c9cc44522ae39cb04bf9a102ac9261ecb45,facebook/react,1386359790,-480,2013-12-06 19:56:30 UTC,"Version bump, make tests work
"
f39a0f8e40a8aeb0f6d6e5e63be2a38a89f3fb5d,facebook/react,1372462979,-420,2013-06-28 23:42:59 UTC,"Merge branch 'no-content' of git://github.com/spicyj/react into spicyj-no-content

Conflicts:
	src/core/ReactNativeComponent.js
"
929ec6ba5a60e926654583033a90aebe716123c0,angular/angular.js,1438949605,120,2015-08-07 12:13:25 UTC,"style($http): fix typo in useLegacyPromise var

Closes #12515
"
95d1768c7742e383bc8e9dda2279efd74b0b4131,angular/angular.js,1290644897,-480,2010-11-25 00:28:17 UTC,"docs for angular.Array.sum
"
96c73a0672f0e46ae9285c482b057bd03ce135ba,angular/angular.js,1448274663,0,2015-11-23 10:31:03 UTC,"feat(ngLocale): add support for standalone months

This is needed for languages for which the month on its own has a
different format (case) than when used as part of a date.

Closes #3744
Fixes #10247
Fixes #12642
Closes #12844
"
9bef436b22f0cd57c294f1db1958f46e64fcfed1,angular/angular.js,1340641857,-420,2012-06-25 16:30:57 UTC,"chore(release): cutting the 1.0.1 thorium-shielding release
"
63cca9afbcf7a772086eb4582d2f409c39e0ed12,angular/angular.js,1326143868,-480,2012-01-09 21:17:48 UTC,"feat(browser.defer): flush should throw exception when queue is empty
"
679cb8a74a684454fe38fa9e1ddad396bb598c52,angular/angular.js,1336971199,-420,2012-05-14 04:53:19 UTC,"fix($browser/$location): single quote in url causes infinite digest in FF

The real issue is in FF, see https://bugzilla.mozilla.org/show_bug.cgi?id=407172.

FF overly encodes stuff which breaks our expectations and then we fail .url() != currentUrl.absUrl()
comparison unexpectidly, which leads to infinite digest.

The workaround is to correct for this inconsistency in $browser and decode any single quotes in urls.

Closes #920
"
6a93137f0e52ba39c5d6570c1642a40e50226d06,facebook/react,1460674997,60,2016-04-14 23:03:17 UTC,"Merge pull request #6516 from gaearon/ignore-dom-writes-outside-batch

Ignore DOM writes outside the batch in ReactPerf"
305ba1a3fb3529cb3fdf04c12ac03fbb4f634456,angular/angular.js,1465505996,120,2016-06-09 20:59:56 UTC,"fix($compile): don't add leading white-space in attributes for a specific merge case

If the replaced element had an attribute with an empty ("""") value, merging the attribute from
the template would result in a leading white-space.
"
3393aac0490345db716e22353a5f2cccc76484d9,angular/angular.js,1470655901,180,2016-08-08 11:31:41 UTC,"docs(error/reqslot): fix typo

Closes #15003
"
969d92a41180503b64b679d6f32aeb54021053d6,facebook/react,1426013855,-420,2015-03-10 18:57:35 UTC,"Merge pull request #3354 from zpao/0.13-examples

Update the examples for 0.13"
1db8756b8fad0ecb64b06e4cd6134c2b3ed24086,facebook/react,1407399766,60,2014-08-07 08:22:46 UTC,"Remove quotes around the `value` attribute
"
d2177ae3120ad88489d1f073d7659bff177ee654,angular/angular.js,1359004532,-300,2013-01-24 05:15:32 UTC,"docs($injector): clarify $inject property description

Section heading about `$inject` property refers to it as `$injector` property.
"
b5002ab62ad6e13f4339e20106e1fdece14912a2,angular/angular.js,1427820847,180,2015-03-31 16:54:07 UTC,"fix(filterFilter): fix matching against `null`/`undefined`

Included fixes:

* Do not convert `null`/`undefined` to strings for substring matching in
  non-strict comparison mode. Prevents `null`/`undefined` from being
  matched against e.g. 'u'.
* Let `null` (as a top-level filter expression) match ""deeply"" (as do
  booleans, numbers and strings).
  E.g. let `filterFilter(arr, null)` match an item like `{someProp: null}`.

Closes #11432
Closes #11445
"
a844138060b83318741f87335e264605fb0e0a43,angular/angular.js,1439304621,-240,2015-08-11 14:50:21 UTC,"docs($sce): correct typo

Fix markdown quotation of a `;` so that it is properly rendered in the docs.
Makes it more consistent with the other codeblocked characters in the
list.

Closes #12549
"
acb49363d5eaa69042d6e895e9246c7d606711bd,facebook/react,1455752904,-480,2016-02-17 23:48:24 UTC,"Remove ""construct"" call except on composites

This is a little simpler (and a teeny tiny bit faster). The one in ReactCompositeComponent stays because of the way we create ReactCompositeComponentWrapper inside instantiateReactComponent.
"
